"participantnum";"date";"ms_condition";"dv_order";"prous1";"prous2";"prous3";"prous4";"prous5";"antius1";"antius2";"antius3";"antius4";"antius5";"cheerful";"sad";"active";"angryatself";"disgusted";"calm";"guilty";"enthusiastic";"attentive";"afraid";"joyful";"downhearted";"bashful";"tired";"nervous";"sheepish";"sluggish";"amazed";"lonely";"distressed";"daring";"shaky";"sleepy";"blameworthy";"surprised";"happy";"excited";"determined";"strong";"timid";"hostile";"frightened";"scornful";"alone";"proud";"astonished";"relaxed";"alert";"jittery";"interested";"irritable";"upset";"lively";"loathing";"delighted";"angry";"ashamed";"confident";"inspired";"bold";"atease";"energetic";"fearless";"blue";"scared";"concentrating";"disgustedwithself";"shy";"drowsy";"dissatisfiedwithself";"countryofbirth";"race";"americanid";"msincomplete";"expert";"source";"location";"proauth_avg";"antiauth_avg";"pro_minus_anti";"pass_ER1";"pass_ER2";"pass_ER3";"usborn";"iswhite"
"131";"3/8/2017";"tv";"";7;6;6;5;7;9;6;6;7;7;NA;NA;"4";NA;NA;NA;"2";"4";"4";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"3";"5";"4";NA;"2";NA;NA;NA;"3";NA;NA;"3";"1";"4";"3";"2";NA;NA;NA;NA;"1";NA;"5";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";6;6,66666666666667;-0,666666666666667;TRUE;TRUE;FALSE;1;1
"132";"3/8/2017";"tv";"";4;4;4;4;4;4;3;3;3;3;NA;NA;"4";NA;NA;NA;"2";"4";"4";"2";NA;NA;NA;NA;"2";NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;NA;"4";"4";"4";NA;"2";NA;NA;NA;"4";NA;NA;"4";"2";"4";"2";"3";NA;NA;NA;NA;"2";NA;"4";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"2";"4";NA;"0";0;"ithaca";"ithaca";4;3;1;TRUE;FALSE;FALSE;0;0
"133";"3/8/2017";"ms";"";6;6;6;4;4;5;7;7;8;5;NA;NA;"5";NA;NA;NA;"1";"4";"4";"2";NA;NA;NA;NA;"2";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"4";"4";"4";NA;"2";NA;NA;NA;"4";NA;NA;"4";"3";"4";"3";"2";NA;NA;NA;NA;"1";NA;"5";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";4,66666666666667;6,66666666666667;-2;TRUE;TRUE;FALSE;1;1
"134";"3/8/2017";"tv";"";7;6;6;7;6;7;6;6;8;5;NA;NA;"1";NA;NA;NA;"1";"3";"4";"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"2";"3";"2";NA;"1";NA;NA;NA;"3";NA;NA;"4";"1";"3";"1";"1";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";6,33333333333333;6,33333333333333;0;TRUE;TRUE;FALSE;1;1
"135";"3/8/2017";"ms";"";8;8;5;4;5;8;8;5;7;7;NA;NA;"3";NA;NA;NA;"1";"3";"4";"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"3";"3";"3";NA;"1";NA;NA;NA;"3";NA;NA;"4";"4";"4";"1";"1";NA;NA;NA;NA;"1";NA;"3";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";4,66666666666667;6,33333333333333;-1,66666666666667;TRUE;TRUE;FALSE;1;1
"136";"3/10/2017";"ms";"";9;9;9;9;9;8;9;8;6;6;NA;NA;"5";NA;NA;NA;"1";"4";"5";"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"4";"4";"5";NA;"1";NA;NA;NA;"4";NA;NA;"4";"3";"4";"2";"2";NA;NA;NA;NA;"1";NA;"4";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";9;6,66666666666667;2,33333333333333;TRUE;TRUE;FALSE;1;1
"137";"3/10/2017";"tv";"";9;8;8;8;8;9;9;9;9;9;NA;NA;"4";NA;NA;NA;"1";"2";"4";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"3";"5";"1";NA;"1";NA;NA;NA;"3";NA;NA;"4";"2";"3";"2";"1";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";8;9;-1;TRUE;TRUE;FALSE;1;1
"138";"3/10/2017";"ms";"";1;5;3;1;5;7;5;6;8;5;NA;NA;"1";NA;NA;NA;"1";"1";"4";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"2";"1";"3";NA;"1";NA;NA;NA;"1";NA;NA;"2";"1";"5";"1";"1";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"6";NA;"0";0;"ithaca";"ithaca";3;6,33333333333333;-3,33333333333333;TRUE;FALSE;FALSE;1;0
"139";"3/22/2017";"ms";"";6;5;5;5;5;7;7;7;7;7;NA;NA;"4";NA;NA;NA;"4";"3";"3";"4";NA;NA;NA;NA;"3";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"3";"3";"5";NA;"1";NA;NA;NA;"3";NA;NA;"4";"5";"3";"3";"4";NA;NA;NA;NA;"2";NA;"3";NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";5;7;-2;TRUE;TRUE;FALSE;1;1
"140";"3/22/2017";"tv";"";8;8;8;8;8;4;5;5;4;4;NA;NA;"5";NA;NA;NA;"1";"4";"5";"2";NA;NA;NA;NA;"3";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"4";"4";"5";NA;"1";NA;NA;NA;"5";NA;NA;"5";"2";"4";"2";"1";NA;NA;NA;NA;"1";NA;"5";NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";8;4,33333333333333;3,66666666666667;TRUE;TRUE;FALSE;1;1
"141";"3/22/2017";"tv";"";8;8;7;3;5;8;8;7;8;7;NA;NA;"2";NA;NA;NA;"2";"3";"3";"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"3";"4";"3";NA;"1";NA;NA;NA;"3";NA;NA;"3";"3";"4";"2";"1";NA;NA;NA;NA;"1";NA;"3";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";5;7,33333333333333;-2,33333333333333;TRUE;TRUE;FALSE;1;1
"142";"3/22/2017";"ms";"";6;6;4;3;5;7;7;7;9;8;NA;NA;"4";NA;NA;NA;"1";"4";"4";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"3";"4";"4";NA;"2";NA;NA;NA;"4";NA;NA;"3";"3";"4";"2";"1";NA;NA;NA;NA;"1";NA;"4";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";4;8;-4;TRUE;TRUE;FALSE;1;1
"143";"3/22/2017";"tv";"";7;7;7;5;5;7;7;7;6;6;NA;NA;"3";NA;NA;NA;"1";"3";"3";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"3";"4";"4";NA;"1";NA;NA;NA;"3";NA;NA;"4";"1";"3";"3";"2";NA;NA;NA;NA;"1";NA;"4";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";5,66666666666667;6,33333333333333;-0,666666666666666;TRUE;TRUE;FALSE;1;1
"144";"3/22/2017";"tv";"";8;8;6;6;6;6;7;7;7;6;NA;NA;"4";NA;NA;NA;"1";"1";"3";"3";NA;NA;NA;NA;"3";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"1";"3";"4";NA;"2";NA;NA;NA;"2";NA;NA;"3";"2";"1";"4";"4";NA;NA;NA;NA;"1";NA;"2";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";6;6,66666666666667;-0,666666666666667;TRUE;TRUE;FALSE;1;1
"145";"3/22/2017";"ms";"";5;5;4;4;4;6;7;6;5;6;NA;NA;"5";NA;NA;NA;"2";"5";"3";"3";NA;NA;NA;NA;"3";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"5";"4";"5";NA;"3";NA;NA;NA;"5";NA;NA;"4";"4";"5";"2";"2";NA;NA;NA;NA;"2";NA;"5";NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";4;5,66666666666667;-1,66666666666667;TRUE;TRUE;FALSE;1;1
"146";"3/22/2017";"ms";"";7;8;8;8;8;6;4;4;6;4;NA;NA;"2";NA;NA;NA;"4";"1";"2";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;NA;"2";"3";"3";NA;"1";NA;NA;NA;"2";NA;NA;"2";"2";"2";"2";"1";NA;NA;NA;NA;"4";NA;"2";NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;"2";"2";NA;"0";0;"ithaca";"ithaca";8;4,66666666666667;3,33333333333333;TRUE;FALSE;FALSE;0;0
"147";"3/22/2017";"tv";"";6;7;6;9;6;4;5;5;2;4;NA;NA;"4";NA;NA;NA;"2";"3";"3";"2";NA;NA;NA;NA;"2";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"3";"4";"4";NA;"1";NA;NA;NA;"3";NA;NA;"3";"4";"3";"3";"2";NA;NA;NA;NA;"1";NA;"3";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";7;3,66666666666667;3,33333333333333;TRUE;TRUE;FALSE;1;1
"148";"3/24/2017";"ms";"";6;6;5;6;5;7;8;7;6;6;NA;NA;"5";NA;NA;NA;"3";"5";"5";"2";NA;NA;NA;NA;"3";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"4";"5";"4";NA;"3";NA;NA;NA;"5";NA;NA;"4";"3";"5";"3";"2";NA;NA;NA;NA;"2";NA;"5";NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";5,33333333333333;6,33333333333333;-1;TRUE;TRUE;FALSE;1;1
"149";"3/24/2017";"tv";"";6;7;6;7;7;6;6;6;5;5;NA;NA;"4";NA;NA;NA;"1";"2";"3";"2";NA;NA;NA;NA;"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"4";"3";"3";NA;"1";NA;NA;NA;"3";NA;NA;"3";"3";"4";"1";"1";NA;NA;NA;NA;"1";NA;"2";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";6,66666666666667;5,33333333333333;1,33333333333333;TRUE;TRUE;FALSE;1;1
"150";"3/24/2017";"ms";"";6;6;6;7;7;7;7;6;7;6;NA;NA;"4";NA;NA;NA;"1";"2";"4";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"2";"3";"3";NA;"1";NA;NA;NA;"3";NA;NA;"4";"2";"4";"1";"1";NA;NA;NA;NA;"1";NA;"2";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";6,66666666666667;6,33333333333333;0,333333333333334;TRUE;TRUE;FALSE;1;1
"151";"3/24/2017";"tv";"";3;4;2;4;3;5;5;5;5;6;NA;NA;"3";NA;NA;NA;"1";"2";"1";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"1";"3";"4";NA;"1";NA;NA;NA;"3";NA;NA;"2";"1";"3";"1";"1";NA;NA;NA;NA;"1";NA;"2";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"2";NA;"0";0;"ithaca";"ithaca";3;5,33333333333333;-2,33333333333333;TRUE;FALSE;FALSE;1;0
"152";"3/24/2017";"ms";"";8;7;3;5;5;5;7;7;6;6;NA;NA;"1";NA;NA;NA;"3";"1";"2";"4";NA;NA;NA;NA;"5";NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;NA;"1";"1";"1";NA;"1";NA;NA;NA;"1";NA;NA;"3";"3";"3";"4";"3";NA;NA;NA;NA;"2";NA;"1";NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";4,33333333333333;6,33333333333333;-2;TRUE;TRUE;FALSE;1;1
"153";"3/29/2017";"tv";"";6;7;6;7;5;2;4;6;1;3;NA;NA;"5";NA;NA;NA;"1";"4";"4";"1";NA;NA;NA;NA;"3";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"4";"5";"3";NA;"1";NA;NA;NA;"4";NA;NA;"3";"1";"3";"1";"1";NA;NA;NA;NA;"1";NA;"4";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";6;3,33333333333333;2,66666666666667;TRUE;TRUE;FALSE;1;1
"154";"3/29/2017";"ms";"";8;7;8;8;8;7;9;8;7;7;NA;NA;"3";NA;NA;NA;"1";"3";"5";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"2";"5";"4";NA;"1";NA;NA;NA;"3";NA;NA;"4";"1";"3";"2";"1";NA;NA;NA;NA;"1";NA;"2";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";8;7,33333333333333;0,666666666666667;TRUE;TRUE;FALSE;1;1
"155";"3/29/2017";"ms";"";7;7;7;7;7;4;6;5;3;4;NA;NA;"4";NA;NA;NA;"3";"3";"3";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"1";"3";"3";NA;"1";NA;NA;NA;"2";NA;NA;"3";"2";"3";"2";"2";NA;NA;NA;NA;"3";NA;"2";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";7;4;3;TRUE;TRUE;FALSE;1;1
"156";"3/29/2017";"tv";"";4;4;4;4;1;4;5;5;5;5;NA;NA;"1";NA;NA;NA;"1";"1";"3";"3";NA;NA;NA;NA;"2";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"1";"3";"1";NA;"2";NA;NA;NA;"1";NA;NA;"1";"1";"3";"2";"2";NA;NA;NA;NA;"1";NA;"2";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";"6";NA;"0";0;"ithaca";"ithaca";3;5;-2;TRUE;FALSE;FALSE;1;0
"157";"3/29/2017";"tv";"";8;7;7;8;8;7;8;7;8;7;NA;NA;"2";NA;NA;NA;"1";"1";"4";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"2";"2";"1";NA;"1";NA;NA;NA;"1";NA;NA;"4";"4";"3";"2";"2";NA;NA;NA;NA;"3";NA;"2";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";7,66666666666667;7,33333333333333;0,333333333333334;TRUE;TRUE;FALSE;1;1
"158";"3/29/2017";"ms";"";8;7;3;5;5;8;8;9;9;9;NA;NA;"5";NA;NA;NA;"2";"5";"3";"3";NA;NA;NA;NA;"3";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"5";"3";"5";NA;"3";NA;NA;NA;"5";NA;NA;"3";"3";"4";"3";"2";NA;NA;NA;NA;"2";NA;"5";NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";4,33333333333333;9;-4,66666666666667;TRUE;TRUE;FALSE;1;1
"159";"3/29/2017";"ms";"";5;7;6;7;6;5;7;7;9;7;NA;NA;"4";NA;NA;NA;"1";"4";"4";"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"4";"5";"3";NA;"1";NA;NA;NA;"5";NA;NA;"2";"3";"5";"2";"1";NA;NA;NA;NA;"1";NA;"5";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";6,33333333333333;7,66666666666667;-1,33333333333333;TRUE;TRUE;FALSE;1;1
"162";"3/31/2017";"tv";"";7;8;8;7;7;6;6;6;4;4;NA;NA;"3";NA;NA;NA;"1";"4";"4";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"2";"2";"3";NA;"1";NA;NA;NA;"2";NA;NA;"4";"5";"3";"2";"1";NA;NA;NA;NA;"2";NA;"2";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";7,33333333333333;4,66666666666667;2,66666666666667;TRUE;TRUE;FALSE;1;1
"163";"3/31/2017";"ms";"";9;9;7;6;6;9;8;8;9;9;NA;NA;"5";NA;NA;NA;"1";"3";"2";"3";NA;NA;NA;NA;"4";NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;NA;"3";"3";"4";NA;"2";NA;NA;NA;"3";NA;NA;"3";"2";"3";"4";"4";NA;NA;NA;NA;"1";NA;"2";NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";6,33333333333333;8,66666666666667;-2,33333333333333;TRUE;TRUE;FALSE;1;1
"164";"3/31/2017";"ms";"";6;7;4;7;9;6;7;4;6;9;NA;NA;"4";NA;NA;NA;"1";"5";"4";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"4";"3";"4";NA;"1";NA;NA;NA;"4";NA;NA;"4";"1";"5";"2";"1";NA;NA;NA;NA;"1";NA;"5";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";6,66666666666667;6,33333333333333;0,333333333333334;TRUE;TRUE;FALSE;1;1
"165";"4/5/2017";"tv";"";9;9;8;7;7;8;9;9;9;9;NA;NA;"3";NA;NA;NA;"1";"5";"4";"1";NA;NA;NA;NA;"3";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"4";"4";"5";NA;"1";NA;NA;NA;"5";NA;NA;"3";"4";"4";"1";"2";NA;NA;NA;NA;"1";NA;"3";NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";7,33333333333333;9;-1,66666666666667;TRUE;TRUE;FALSE;1;1
"166";"4/5/2017";"ms";"";7;7;6;3;6;9;8;8;8;9;NA;NA;"1";NA;NA;NA;"3";"1";"2";"5";NA;NA;NA;NA;"4";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"1";"2";"1";NA;"1";NA;NA;NA;"1";NA;NA;"2";"4";"2";"1";"3";NA;NA;NA;NA;"3";NA;"1";NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";5;8,33333333333333;-3,33333333333333;TRUE;TRUE;FALSE;1;1
"167";"4/5/2017";"tv";"";6;7;7;7;8;6;7;5;7;7;NA;NA;"3";NA;NA;NA;"1";"2";"2";"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"1";"3";"3";NA;"1";NA;NA;NA;"2";NA;NA;"1";"4";"2";"3";"1";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";7,33333333333333;6,33333333333333;1;TRUE;TRUE;FALSE;1;1
"168";"4/5/2017";"ms";"";5;9;9;9;9;3;9;9;5;5;NA;NA;"3";NA;NA;NA;"3";"4";"5";"1";NA;NA;NA;NA;"3";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"3";"4";"4";NA;"4";NA;NA;NA;"2";NA;NA;"5";"1";"4";"3";"2";NA;NA;NA;NA;"2";NA;"3";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";9;6,33333333333333;2,66666666666667;TRUE;TRUE;FALSE;1;1
"169";"4/5/2017";"tv";"";6;6;6;6;6;7;5;5;7;5;NA;NA;"3";NA;NA;NA;"3";"3";"3";"4";NA;NA;NA;NA;"5";NA;NA;NA;NA;"5";NA;NA;NA;NA;NA;NA;"3";"4";"3";NA;"3";NA;NA;NA;"3";NA;NA;"2";"3";"3";"3";"4";NA;NA;NA;NA;"2";NA;"3";NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";6;5,66666666666667;0,333333333333333;TRUE;TRUE;FALSE;1;1
"170";"4/5/2017";"tv";"";9;9;9;9;9;6;9;7;7;8;NA;NA;"3";NA;NA;NA;"3";"4";"4";"2";NA;NA;NA;NA;"3";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"3";"5";"4";NA;"1";NA;NA;NA;"5";NA;NA;"3";"2";"4";"2";"1";NA;NA;NA;NA;"1";NA;"3";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";9;7,33333333333333;1,66666666666667;TRUE;TRUE;FALSE;1;1
"171";"4/5/2017";"ms";"";5;6;6;6;6;5;6;7;7;7;NA;NA;"2";NA;NA;NA;"1";"1";"3";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"3";"1";"3";NA;"1";NA;NA;NA;"1";NA;NA;"1";"1";"3";"1";"3";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"2";NA;"0";0;"ithaca";"ithaca";6;7;-1;TRUE;FALSE;FALSE;1;0
"172";"4/5/2017";"ms";"";5;5;5;5;5;5;4;3;5;5;NA;NA;"3";NA;NA;NA;"1";"5";"3";"2";NA;NA;NA;NA;"4";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"5";"5";"2";NA;"1";NA;NA;NA;"2";NA;NA;"3";"1";"4";"1";"1";NA;NA;NA;NA;"2";NA;"4";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";5;4,33333333333333;0,666666666666667;TRUE;TRUE;FALSE;1;1
"173";"4/5/2017";"tv";"";7;7;7;7;8;4;4;4;5;5;NA;NA;"5";NA;NA;NA;"1";"4";"4";"2";NA;NA;NA;NA;"2";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"4";"4";"3";NA;"1";NA;NA;NA;"5";NA;NA;"3";"1";"5";"1";"1";NA;NA;NA;NA;"1";NA;"4";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";7,33333333333333;4,66666666666667;2,66666666666667;TRUE;TRUE;FALSE;1;1
"174";"4/5/2017";"tv";"";5;5;5;4;5;5;6;5;7;8;NA;NA;"1";NA;NA;NA;"1";"2";"2";"2";NA;NA;NA;NA;"4";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"1";"2";"2";NA;"1";NA;NA;NA;"1";NA;NA;"1";"4";"2";"2";"2";NA;NA;NA;NA;"2";NA;"1";NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";4,66666666666667;6,66666666666667;-2;TRUE;TRUE;FALSE;1;1
"175";"4/5/2017";"ms";"";6;7;7;6;6;7;8;8;7;7;NA;NA;"4";NA;NA;NA;"1";"3";"3";"2";NA;NA;NA;NA;"3";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"4";"4";"3";NA;"1";NA;NA;NA;"1";NA;NA;"2";"2";"3";"2";"3";NA;NA;NA;NA;"2";NA;"3";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";6,33333333333333;7,33333333333333;-1;TRUE;TRUE;FALSE;1;1
"176";"4/5/2017";"ms";"";5;7;5;5;5;5;6;5;7;7;NA;NA;"1";NA;NA;NA;"3";"3";"3";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"2";"2";"2";NA;"1";NA;NA;NA;"4";NA;NA;"2";"2";"3";"2";"1";NA;NA;NA;NA;"1";NA;"3";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";5;6,33333333333333;-1,33333333333333;TRUE;TRUE;FALSE;1;1
"177";"4/7/2017";"tv";"";7;5;5;6;7;5;6;5;7;8;NA;NA;"1";NA;NA;NA;"1";"2";"3";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"1";"3";"3";NA;"2";NA;NA;NA;"1";NA;NA;"3";"2";"3";"2";"1";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";6;6,66666666666667;-0,666666666666667;TRUE;TRUE;FALSE;1;1
"178";"4/7/2017";"tv";"";5;5;6;5;5;4;4;4;3;5;NA;NA;"4";NA;NA;NA;"1";"3";"4";"1";NA;NA;NA;NA;"3";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"3";"4";"3";NA;"1";NA;NA;NA;"4";NA;NA;"3";"1";"3";"2";"1";NA;NA;NA;NA;"1";NA;"4";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";5,33333333333333;4;1,33333333333333;TRUE;TRUE;FALSE;1;1
"179";"4/7/2017";"ms";"";7;7;7;6;6;6;7;7;7;7;NA;NA;"2";NA;NA;NA;"2";"1";"3";"1";NA;NA;NA;NA;"4";NA;NA;NA;NA;"5";NA;NA;NA;NA;NA;NA;"3";"3";"3";NA;"2";NA;NA;NA;"2";NA;NA;"3";"3";"3";"2";"4";NA;NA;NA;NA;"1";NA;"2";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";6,33333333333333;7;-0,666666666666667;TRUE;TRUE;FALSE;1;1
"180";"4/7/2017";"ms";"";4;4;4;3;8;5;6;8;8;8;NA;NA;"3";NA;NA;NA;"1";"1";"4";"2";NA;NA;NA;NA;"3";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;"3";"2";"2";NA;"2";NA;NA;NA;"2";NA;NA;"4";"3";"3";"4";"1";NA;NA;NA;NA;"1";NA;"3";NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;"1";"1";NA;"0";0;"ithaca";"ithaca";5;8;-3;TRUE;TRUE;FALSE;1;1
